id;filename;text;augmentation_type;intimité;fertilité du language;fluidité;émotions;imaginaire; expert;Vulnerable;difficulté verbalisation
103_original;Entretien 01 25.03.13 01_traitement_A;Donc pour monter un livre, il me faut au minimum 3 semaines pour un seul livre. Donc une journée type, pour moi, ça n'a pas de sens parce que le temps est très long et que les étapes sont tellement multiples qu'en fait, il n'y a pas de régularité. J'avance mon livre au fur et à mesure de là où il m'emmène.;original;5.0;5.0;5.0;1.0;1.0;8.0;7.0;1
103_swap;Entretien 01 25.03.13 01_traitement_A;Donc pour monter un livre, il me faut au minimum 3 semaines pour un livre seul. Donc une type journée, pour moi, ça n ' a pas sens parce de que le temps est très long et les que étapes sont tellement multiples qu ' fait en il, n ' y a pas de régularité. J avance ' mon livre au fur à et mesure là de où il m ' emmène.;swap;5.0;5.0;5.0;1.0;1.0;8.0;7.0;1
103_translation;Entretien 01 25.03.13 01_traitement_A;Donc, pour créer un livre, j'ai besoin d'au moins trois semaines pour un livre, donc ça n'a pas de sens pour moi, parce que le temps est très long et que les étapes sont si variées qu'il n'y a pas de régularité.;translation;5.0;5.0;5.0;1.0;1.0;8.0;7.0;1
104_contextual;Entretien 01 25.03.13 01_traitement_A;Ce qui explique que la vision-là du déplacement long et de la non-répétitivité, c'est passionnant et ça rend le défi intéressant. Mais du contraire, je ne compte pas définir comme ça tant que ce vais faire si peu d'administratif si j'en ai besoin. Je vais glisser tout ce que je peux glisser dès que les temps de séchage sont devant moi.;contextual;5.0;1.0;1.0;4.0;1.0;6.0;1.0;1
104_original;Entretien 01 25.03.13 01_traitement_A;Ce qui fait que cette chose-là du temps long et de la non-répétitivité, c'est passionnant et ça rend le métier intéressant. Mais du coup, je ne peux pas définir comme ça parce que je vais faire un peu d'administratif si j'en ai besoin. Je vais glisser tout ce que je peux glisser dès que les temps de séchage sont devant moi.;original;5.0;1.0;1.0;4.0;1.0;6.0;1.0;1
104_swap;Entretien 01 25.03.13 01_traitement_A;Ce qui fait que cette chose - là du temps long et de la non - répétitivité, c ' est et passionnant ça rend le métier intéressant. Mais du coup, je ne peux pas définir comme ça parce que je vais faire un peu d ' administratif si j ' en ai besoin. Je vais glisser tout ce que peux je dès glisser que les temps de sont séchage devant moi.;swap;5.0;1.0;1.0;4.0;1.0;6.0;1.0;1
104_translation;Entretien 01 25.03.13 01_traitement_A;Cela rend cette longue période et la non-compétitivité passionnante et intéressante pour la profession, mais je ne peux pas définir comme ça, parce que je vais faire un peu d'administration quand j'en aurai besoin. Je vais glisser tout ce que je peux glisser dès que le temps de séchage sera devant moi.;translation;5.0;1.0;1.0;4.0;1.0;6.0;1.0;1
105_contextual;Entretien 01 25.03.13 01_traitement_A;Mais sinon, j'avance moi en faisant des liens que d'ai entre sois.;contextual;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1
105_original;Entretien 01 25.03.13 01_traitement_A;Mais sinon, j'avance vraiment en fonction des étapes que j'ai devant moi.;original;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1
105_swap;Entretien 01 25.03.13 01_traitement_A;Mais, sinon j ' avance en vraiment fonction des que étapes ' j moi ai devant.;swap;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1
105_translation;Entretien 01 25.03.13 01_traitement_A;Mais si ce n'est pas le cas, je vais vraiment suivre les étapes que j'ai devant moi.;translation;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1
106_contextual;Entretien 01 25.03.13 01_traitement_A;Maintenant, je vois vraiment plus de grande reliure. Oui, il vous en a deux. Là il y a plusieurs matières, quatorze coupes, il y en a trois.;contextual;5.0;1.0;1.0;1.0;1.0;4.0;1.0;1
106_original;Entretien 01 25.03.13 01_traitement_A;Moi, je fais vraiment juste de la reliure. Oui, il y en a plusieurs. Comme il y a plusieurs matières, plusieurs dossiers, il y en a plusieurs.;original;5.0;1.0;1.0;1.0;1.0;4.0;1.0;1
106_swap;Entretien 01 25.03.13 01_traitement_A;, fais moi je vraiment juste la de reliure. Oui, il en y a. plusieurs y Comme il a matières plusieurs, plusieurs dossiers, y il en a plusieurs.;swap;5.0;1.0;1.0;1.0;1.0;4.0;1.0;1
106_translation;Entretien 01 25.03.13 01_traitement_A;Oui, il y en a plusieurs, il y a plusieurs documents, il y en a plusieurs.;translation;5.0;1.0;1.0;1.0;1.0;4.0;1.0;1
107_contextual;Entretien 01 25.03.13 01_traitement_A;Peu-être que nous vais choisir la marque. La parure des coiffes, c'est par moment vraiment technique. Je reconnais qu'il faudrait q je'aille chercher mon oeil pour comprendre sous quoi on parle.;contextual;5.0;7.0;3.0;1.0;1.0;9.0;1.0;5
107_original;Entretien 01 25.03.13 01_traitement_A;Peut-être que je vais choisir la parure. La parure des coiffes, c'est un moment vraiment technique. Je pense qu'il faudrait que j'aille chercher un livre pour comprendre de quoi on parle.;original;5.0;7.0;3.0;1.0;1.0;9.0;1.0;5
107_swap;Entretien 01 25.03.13 01_traitement_A;Peut être - je que vais choisir la parure La. parure des coiffes, c ' est un technique moment vraiment. pense qu Je ' il faudrait que j ' aille livre chercher un pour de comprendre quoi on parle.;swap;5.0;7.0;3.0;1.0;1.0;9.0;1.0;5
107_translation;Entretien 01 25.03.13 01_traitement_A;Je dois aller chercher un livre pour comprendre de quoi on parle.;translation;5.0;7.0;3.0;1.0;1.0;9.0;1.0;5
108_contextual;Entretien 01 25.03.13 01_traitement_A;Alors, les coiffesses, c'est vraiment l'endroit sur un livre où le dos, ce qu'on appelle la tranche en bibliothèque, ce qui est le dos, où'endroit où toutes les parties sont assemblées, où on ne doit pas tourner. La coiffe, c'est la jonction entre le dos et une des tranches, soit de tête ou de queue, légèrement en dessus ou en bas. C'est aussi l'endroit où on trouve la tranche file qui est emballé brodé par, justement, elle.;contextual;5.0;9.0;8.0;1.0;1.0;9.0;1.0;1
108_original;Entretien 01 25.03.13 01_traitement_A;Alors, les coiffes, c'est vraiment l'endroit sur un livre où le dos, ce qu'on appelle la tranche en bibliothèque, mais qui est le dos, l'endroit où toutes les pages sont assemblées, où on ne peut pas ouvrir. La coiffe, c'est la jonction entre le dos et une des tranches, soit de tête ou de queue, donc en haut ou en bas. C'est aussi l'endroit où on trouve la tranche file qui est souvent brodée, justement, elle.;original;5.0;9.0;8.0;1.0;1.0;9.0;1.0;1
108_swap;Entretien 01 25.03.13 01_traitement_A;Les alors, coiffes, ' c est l vraiment ' endroit sur un livre le où dos, ce ' qu on appelle la tranche en bibliothèque, mais qui est le dos, l ' endroit où toutes les pages sont assemblées, où on ne peut pas ouvrir. La coiffe, c ' est la jonction entre le dos et des une tranches, soit de tête de ou queue, donc en haut ou en bas. C ' est aussi l ' endroit on où trouve la tranche file qui est souvent brodée, justement, . elle;swap;5.0;9.0;8.0;1.0;1.0;9.0;1.0;1
108_translation;Entretien 01 25.03.13 01_traitement_A;Donc, les coiffures, c'est vraiment l'endroit sur un livre où le dos, ce qu'on appelle le disque dans la bibliothèque, mais c'est le dos, l'endroit où tous les côtés sont assemblés, où on ne peut pas ouvrir. La coiffure est le croisement entre le dos et l'un des disques, soit de la tête ou de la queue, soit en haut ou en bas. C'est aussi l'endroit où on trouve le serpent qui est souvent brodé, juste elle.;translation;5.0;9.0;8.0;1.0;1.0;9.0;1.0;1
109_contextual;Entretien 01 25.03.13 01_traitement_A;On trouve la version courte de ce truc-là. C'est en petit ruban de tissu qu'on trouve à cet endroit-là. C' et une accessoire très technique parce que les reliures ont tendance à rompre avec niveau quelques brins longues de coiffes.;contextual;5.0;5.0;1.0;1.0;1.0;6.0;1.0;1
109_original;Entretien 01 25.03.13 01_traitement_A;On trouve la version industrielle de ce truc-là. C'est un petit ruban de tissu qu'on trouve à cet endroit-là. C'est un endroit très technique parce que les reliures ont tendance à rompre au niveau des encoches de coiffes.;original;5.0;5.0;1.0;1.0;1.0;6.0;1.0;1
109_swap;Entretien 01 25.03.13 01_traitement_A;On trouve version la industrielle de ce truc - là. C ' est un ruban petit de tissu qu ' trouve on à endroit cet - là C. ' est endroit un très technique parce que les reliures tendance ont à rompre niveau au encoches de des coiffes.;swap;5.0;5.0;1.0;1.0;1.0;6.0;1.0;1
109_translation;Entretien 01 25.03.13 01_traitement_A;Nous trouvons la version industrielle de ce truc, un petit ruban de tissu que nous trouvons là, un endroit très technique parce que les reliures ont tendance à se casser dans l'oreiller.;translation;5.0;5.0;1.0;1.0;1.0;6.0;1.0;1
10_contextual;Entretien 01 24.10.03 02_traitement_A;Toutes petites étapes. Il y aura des jours après on va faire du tracé. On va tracer sur vitrail mettre des papier photo le tout découper sur un verre.;contextual;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
10_original;Entretien 01 24.10.03 02_traitement_A;Toutes les étapes. Il y a des jours où on va faire du tracé. On va tracer le vitrail sur le papier pour pouvoir le découper sur du verre.;original;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
10_swap;Entretien 01 24.10.03 02_traitement_A;Toutes les étapes. Il y des a jours on où va faire du tracé. On va tracer vitrail le sur pour le papier pouvoir le découper du sur verre.;swap;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
10_translation;Entretien 01 24.10.03 02_traitement_A;Il y a des jours où on enregistre le verre pour le couper en verre.;translation;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
110_contextual;Entretien 01 25.03.13 01_traitement_A;Donc, de la jonction entre la coiffe, le dos et la plat, ça'est l'endroit le plus fragile. Sur une reliure a restaurer, c'est immanquablement l'endroit où ça saute le plus vite, le + rapidement possible. Donc, un faut être vraiment très fin sur cet endroit parce qu' il y a beaucoup d'enjeuxs frottement, e'épaisseur qui doivent se lier entre elles et qu'il faudra bien placer pour que ça fonctionne parce ou sinon, ça ne fonctionne pas.;contextual;5.0;6.0;6.0;1.0;1.0;9.0;6.0;1
110_original;Entretien 01 25.03.13 01_traitement_A;Donc, de la jonction entre la coiffe, le dos et le plat, c'est l'endroit le plus fragile. Sur une reliure à restaurer, c'est immanquablement l'endroit où ça saute le plus vite, le plus rapidement possible. Donc, il faut être vraiment très fin sur cet endroit parce qu'il y a beaucoup d'enjeux de frottement, d'épaisseur qui doivent se lier entre elles et qu'il faut bien placer pour que ça fonctionne parce que sinon, ça ne fonctionne pas.;original;5.0;6.0;6.0;1.0;1.0;9.0;6.0;1
110_swap;Entretien 01 25.03.13 01_traitement_A;Donc, de la entre jonction la coiffe, le dos et le plat, c ' est l endroit ' le plus fragile. Sur une reliure à restaurer, c ' est immanquablement l ' où endroit ça saute le plus, vite le plus rapidement possible. Donc, il faut être vraiment très fin sur cet endroit qu parce ' il y a d beaucoup ' enjeux de frottement, d ' qui doivent épaisseur se lier entre elles qu et ' il faut bien placer pour que ça fonctionne parce que sinon, ça fonctionne ne pas.;swap;5.0;6.0;6.0;1.0;1.0;9.0;6.0;1
110_translation;Entretien 01 25.03.13 01_traitement_A;Donc, de la connexion entre le haut, le dos et l'assiette, c'est l'endroit le plus fragile. Sur une reliure à reconstituer, c'est sans aucun doute l'endroit où il saute aussi vite et aussi vite que possible. Donc, il faut être vraiment très fin à cet endroit, parce qu'il y a beaucoup de problèmes de friction qui doivent se lier entre eux, et il faut bien le placer pour que cela fonctionne, sinon ça ne marche pas.;translation;5.0;6.0;6.0;1.0;1.0;9.0;6.0;1
111_contextual;Entretien 01 25.03.13 01_traitement_A;Pour de tenue, ce qu'il faut faire, sur une reliure en cuir à cet emplacement là, c'est qu'avant de coller la peau, il va falloir amincir la peau de manière à laisser un biseau que quand on remplit la lame derrière elle-même dans cet endroit-là, ça ne fasse pas une surépaisseur qu'on voit depuis le dos. Donc, il faut faire un biseau et conserver suffisamment de matière pour créer la coiffe qui vient se poser sur la tranche. Je ne sais donc pas comment on peut comprendre ça avec seulement les mots, mais pour le faire, on s'équipe en général d'une lame, comme ce soit tout couteau à parer ou moi je le fais au sciecalpel avec une scie de biseau en fait.;contextual;5.0;6.0;6.0;1.0;1.0;9.0;6.0;10
111_original;Entretien 01 25.03.13 01_traitement_A;Pour la gestuelle, ce qu'il faut faire, sur une reliure en cuir à cet emplacement là, c'est qu'avant de coller la peau, il va falloir amincir la peau de manière à créer un biseau que quand on remplit la peau derrière elle-même à cet endroit-là, ça ne fasse pas une surépaisseur qu'on voit depuis le dos. Donc, il faut faire un biseau et conserver suffisamment de matière pour créer la coiffe qui vient se poser sur la tranche. Je ne sais même pas comment on peut comprendre ça avec seulement les mots, mais pour le faire, on s'équipe en général d'une lame, que ce soit un couteau à parer ou moi je le fais au scalpel avec une lame de biseau en fait.;original;5.0;6.0;6.0;1.0;1.0;9.0;6.0;10
111_swap;Entretien 01 25.03.13 01_traitement_A;Pour la gestuelle, ce qu ' il faut faire, sur une en reliure cuir à cet emplacement là, c ' est qu ' avant de coller la peau, il va falloir la amincir de peau manière à créer biseau un que quand on remplit la peau derrière elle - même à cet endroit - là, ça ne fasse pas une surépaisseur qu ' on voit depuis le dos. Donc, il faut faire un biseau et conserver suffisamment de matière pour créer la coiffe qui vient se poser sur la tranche. ne Je sais même comment pas on peut comprendre ça avec seulement les mots, mais pour le faire, on s ' équipe en général d ' une lame, que ce soit un couteau à parer moi ou le je fais au scalpel avec une lame de biseau en fait.;swap;5.0;6.0;6.0;1.0;1.0;9.0;6.0;10
111_translation;Entretien 01 25.03.13 01_traitement_A;Pour ce qu'il faut faire, sur une couverture en cuir dans cet endroit, il faut que la peau soit diluée avant de coller la peau, que si vous remplissez la peau derrière vous dans cet endroit, ce ne soit pas une surépaisseur que vous voyez du dos. Donc, vous devez faire un clipper et garder assez de matériel pour créer la coiffure qui atterrit sur le disque. Je ne sais même pas comment comprendre cela avec seulement les mots, mais pour le faire, vous devez normalement vous équiper d'une lame, si c'est un couteau ou si je le fais avec un scalpel avec une cuisse en effet.;translation;5.0;6.0;6.0;1.0;1.0;9.0;6.0;10
112_contextual;Entretien 01 25.03.13 01_traitement_A;"C'est une grosse lame qu'on tient à plat. Donc, je vais plutôt peindre avec la peau depuis l'envers sur la zone du dos. Il ne faut pas aller si loin dans être inceau pour conserver de la matière ; il ne faut évidemment pas trouer la peau, ni percer la plaie.";contextual;5.0;5.0;5.0;1.0;1.0;7.0;1.0;1
112_original;Entretien 01 25.03.13 01_traitement_A;C'est une grosse lame qu'on utilise à plat. Donc, je vais élaguer la peau depuis l'envers sur la zone du dos. Il ne faut pas aller trop loin dans son biseau pour conserver de la matière et il ne faut évidemment pas trouer la peau, pas percer la peau.;original;5.0;5.0;5.0;1.0;1.0;7.0;1.0;1
112_swap;Entretien 01 25.03.13 01_traitement_A;C ' est une grosse lame qu ' on utilise à. plat Donc, je vais élaguer la peau depuis l ' envers la sur zone du dos. Il ne pas faut aller trop loin dans pour son biseau de conserver la matière et il ne évidemment faut pas trouer la peau pas, la peau percer.;swap;5.0;5.0;5.0;1.0;1.0;7.0;1.0;1
112_translation;Entretien 01 25.03.13 01_traitement_A;C'est une grande lame que nous utilisons à plat, donc je vais soulever la peau de l'arrière sur le dos. Il ne faut pas aller trop loin dans ses inclinations pour garder du matériel, et bien sûr, il ne faut pas percer la peau, pas percer la peau.;translation;5.0;5.0;5.0;1.0;1.0;7.0;1.0;1
113_contextual;Entretien 01 25.03.13 01_traitement_A;Il faut maîtriser votre geste technique puisque c'est un don qui manque quasiment toujoursense pourable. Donc là, je parle en tant</s>NOTUSED'élève et en tant que prof. La manière dont j'ai reçu mon geste, c' parce que les yeux ne fallait pas pour le comprendre.;contextual;5.0;5.0;4.0;1.0;1.0;10.0;4.0;8
113_original;Entretien 01 25.03.13 01_traitement_A;Il faut maîtriser son geste technique et c'est un geste qui est quasiment inenseignable. Donc là, je parle en tant qu'élève et en tant que prof. La manière dont j'ai reçu ce geste, c'est que les yeux ne suffisent pas pour le comprendre.;original;5.0;5.0;4.0;1.0;1.0;10.0;4.0;8
113_swap;Entretien 01 25.03.13 01_traitement_A;Faut maîtriser il son geste technique et c ' est un geste est qui quasiment inenseignable. Donc là, je parle en qu tant élève et ' en que tant prof. La manière dont j ' reçu ai ce geste, c ' est que les yeux ne suffisent pas pour le comprendre.;swap;5.0;5.0;4.0;1.0;1.0;10.0;4.0;8
113_translation;Entretien 01 25.03.13 01_traitement_A;Il faut maîtriser son geste technique, et c'est un geste presque inexplorable, donc je parle ici en tant qu'élève et professeur, et la façon dont j'ai reçu ce geste est que les yeux ne suffisent pas à les comprendre.;translation;5.0;5.0;4.0;1.0;1.0;10.0;4.0;8
114_contextual;Entretien 01 25.03.13 01_traitement_A;Et faut l'entraînement. Il faut vraiment, comme un musicien, pratiquer ses gammes, rater, rater, rater, retomber, jusqu'à ce qu' tu comprenne, jusqu'à ce qu'on saisisse et qu'on ait un geste pour soit à nous en plus. Je crois aller d' à artisan sur l'autre, on n'a pas la même progression parce que le jour ou quel que soit le type de lame qu'on prend pour faire ça, il y a son processus d'intellectualisation et de redescendre dans la main.;contextual;5.0;3.0;1.0;1.0;4.0;10.0;1.0;1
114_original;Entretien 01 25.03.13 01_traitement_A;Il faut l'entraînement. Il faut vraiment, comme un musicien, pratiquer ses gammes, rater, rater, rater, rater, jusqu'à ce qu'on comprenne, jusqu'à ce qu'on saisisse et qu'on ait un geste qui soit à nous en plus. Je crois que d'un artisan sur l'autre, on n'a pas la même gestuelle parce que le couteau ou quel que soit le type de lame qu'on utilise pour faire ça, il y a un processus d'intellectualisation et de redescendre dans la main.;original;5.0;3.0;1.0;1.0;4.0;10.0;1.0;1
114_swap;Entretien 01 25.03.13 01_traitement_A;Il faut l ' entraînement. Il vraiment faut, comme un, musicien pratiquer ses gammes, rater, rater, rater, rater, jusqu ' à ce qu ' on comprenne, jusqu ' à ce qu ' on saisisse et qu ' ait on un geste qui soit à nous en plus. Je crois que d ' un artisan sur l ' autre, on ' n a pas la même parce gestuelle que couteau le quel ou que soit le type de qu lame ' on utilise pour faire ça, il y a un processus d ' intellectualisation et de redescendre dans la main.;swap;5.0;3.0;1.0;1.0;4.0;10.0;1.0;1
114_translation;Entretien 01 25.03.13 01_traitement_A;Il faut vraiment, comme un musicien, pratiquer ses matières, manquer, manquer, manquer, manquer, manquer jusqu'à ce que nous comprenions jusqu'à ce que nous ayons un geste qui nous appartient en plus. Je crois que d'un artisan à l'autre, nous n'avons pas le même tumulte, parce que le couteau ou quel genre de lame nous utilisons pour cela, il y a un processus d'intellectualisation et aller dans la main.;translation;5.0;3.0;1.0;1.0;4.0;10.0;1.0;1
115_contextual;Entretien 01 25.03.13 01_traitement_A;Il y a aucun truc où on vient de la main, on faut l'intellectualiser, il faut le désintellectualiser histoire que ça soit accessible. Je ne sais de vraiment comment le dire, mais il y a un symptôme de l'artisanat qui est vraiment là. Je crois qu'il m'a fallu peut-être cinq et six semaines avant d'être en sécurité avec cette geste-là.;contextual;5.0;5.0;3.0;6.0;3.0;10.0;4.0;1
115_original;Entretien 01 25.03.13 01_traitement_A;Il y a un truc où ça vient de la main, il faut l'intellectualiser, il faut le désintellectualiser pour que ça soit nous. Je ne sais pas vraiment comment le dire, mais il y a un truc de l'artisanat qui est vraiment là. Je crois qu'il m'a fallu peut-être cinq ou six ans avant d'être en sécurité avec ce geste-là.;original;5.0;5.0;3.0;6.0;3.0;10.0;4.0;1
115_swap;Entretien 01 25.03.13 01_traitement_A;Il y a un truc où vient ça de la main, il l faut ' intellectualiser, il faut le désintellectualiser pour que soit ça nous. Je ne sais pas vraiment comment le dire, mais il y a un truc de ' l artisanat est qui là vraiment Je. crois qu ' il m ' fallu a peut - être cinq ou six ans avant ' d être sécurité en avec ce geste - là.;swap;5.0;5.0;3.0;6.0;3.0;10.0;4.0;1
115_translation;Entretien 01 25.03.13 01_traitement_A;Il y a quelque chose qui vient de la main, il faut l'intellectualiser, il faut l'être pour être nous. Je ne sais pas vraiment comment le dire, mais il y a quelque chose d'artisanat qui est vraiment là. Je pense que cela a pris peut-être cinq ou six ans pour que je sois en sécurité avec ce geste.;translation;5.0;5.0;3.0;6.0;3.0;10.0;4.0;1
116_contextual;Entretien 01 25.03.13 01_traitement_A;Et comme on avait fait deux fois par livre, alors qu'un récit c'est au minimum soixante étapes - finir- soixante-dix, à cent-vingt, ça fait, on :'a pas tant de possibilités dans le faire pour un livre.;contextual;5.0;1.0;;1.0;1.0;5.0;1.0;1
116_original;Entretien 01 25.03.13 01_traitement_A;Et comme on le fait deux fois par livre, et qu'un livre c'est au minimum soixante étapes à quatre-vingt-dix, à cent-vingt, ça dépend, on n'a pas tant de possibilités de le faire pour chaque livre.;original;5.0;1.0;;1.0;1.0;5.0;1.0;1
116_swap;Entretien 01 25.03.13 01_traitement_A;Et comme on fait le deux fois livre par, et qu livre ' un c ' est au minimum soixante étapes à quatre - vingt - dix, à cent - vingt, ça, on dépend n ' a pas tant de possibilités le de faire pour chaque. livre;swap;5.0;1.0;;1.0;1.0;5.0;1.0;1
116_translation;Entretien 01 25.03.13 01_traitement_A;Et comment le faire deux fois par livre, et un livre est au moins 60 pas jusqu'à 90, cent, cela dépend du fait que vous n'avez pas autant de possibilités de le faire pour chaque livre.;translation;5.0;1.0;;1.0;1.0;5.0;1.0;1
117_contextual;Entretien 01 25.03.13 01_traitement_A;2. Et fais un découpage temporel d-être différent;contextual;5.0;1.0;1.0;1.0;1.0;1.0;2.0;2
117_original;Entretien 01 25.03.13 01_traitement_A;Oui. Je fais un découpage temporel peut-être ?;original;5.0;1.0;1.0;1.0;1.0;1.0;2.0;2
117_swap;Entretien 01 25.03.13 01_traitement_A;Oui Je. fais un découpage temporel peut être -?;swap;5.0;1.0;1.0;1.0;1.0;1.0;2.0;2
117_translation;Entretien 01 25.03.13 01_traitement_A;Ouais, peut-être que je vais faire une coupe de temps ?;translation;5.0;1.0;1.0;1.0;1.0;1.0;2.0;2
118_contextual;Entretien 01 25.03.13 01_traitement_A;Ce n'est rien facile comme travailler sur sa perruque. Mais avec notre peau de couvrure, on agit à l'envers, côté chair du cuir, pas côté cheveux. Mais pour créer ce biseau, il faut falloir procéder en plusieurs fois.;contextual;5.0;5.0;3.0;1.0;1.0;5.0;3.0;10
118_original;Entretien 01 25.03.13 01_traitement_A;Ce n'est pas facile de parler de sa gestuelle. Mais avec une peau de couvrure, on agit sur l'envers, côté chair du cuir, pas côté fleur. Et pour créer ce biseau, il va falloir procéder en plusieurs fois.;original;5.0;5.0;3.0;1.0;1.0;5.0;3.0;10
118_swap;Entretien 01 25.03.13 01_traitement_A;N ce est ' pas facile de parler de sa gestuelle. Mais avec une peau de couvrure, agit on sur ' l, envers côté chair du, cuir pas côté fleur. Et pour créer biseau ce, il va falloir procéder en fois plusieurs.;swap;5.0;5.0;3.0;1.0;1.0;5.0;3.0;10
118_translation;Entretien 01 25.03.13 01_traitement_A;Il n'est pas facile de parler de sa structure, mais avec une peau cousue on agit sur le dos, sur le côté chair du cuir, pas sur la fleur, et pour créer ce bâton, il faut procéder plusieurs fois.;translation;5.0;5.0;3.0;1.0;1.0;5.0;3.0;10
119_contextual;Entretien 01 25.03.13 01_traitement_A;Moi, le procède en une fois parce ici je ne pars jamais gagnante avec mon geste. Donc pars souvent du constat que je vais trop rater. Mais comme çà, vous le réussis.;contextual;5.0;2.0;2.0;1.0;1.0;5.0;5.0;1
119_original;Entretien 01 25.03.13 01_traitement_A;Moi, je procède en plusieurs fois parce que je ne pars jamais gagnante avec mon geste. Je pars toujours du principe que je vais le rater. Et comme ça, je le réussis.;original;5.0;2.0;2.0;1.0;1.0;5.0;5.0;1
119_swap;Entretien 01 25.03.13 01_traitement_A;Moi, procède je en plusieurs fois je parce que pars ne gagnante jamais avec mon geste Je. pars toujours du que principe je vais le rater Et. comme ça, je le réussis.;swap;5.0;2.0;2.0;1.0;1.0;5.0;5.0;1
119_translation;Entretien 01 25.03.13 01_traitement_A;Je pars plusieurs fois parce que je ne gagnerai jamais avec mon geste.;translation;5.0;2.0;2.0;1.0;1.0;5.0;5.0;1
11_contextual;Entretien 01 24.10.03 02_traitement_A;Durant plusieurs jours, après va faire des tracés. Ensuite, après va découper en calibres. Après on peux toujours tricoter ces calibre spéciaux pour couper les fruits le verre.;contextual;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
11_original;Entretien 01 24.10.03 02_traitement_A;Pendant plusieurs jours, on va faire des tracés. Ensuite, on va découper les calibres. Après on va se servir ces calibres pour couper les pièces de verre.;original;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1
