filename,text,word_count,tools,tool_number
Entretien 01 24.10.03 01_traitement_A,Le temps de bien faire les choses.,7,,0
Entretien 01 24.10.03 01_traitement_A,"Et ensuite, on le finissait, on allait en chantier, on allait le poser.",13,,0
Entretien 01 24.10.03 01_traitement_A,Il y avait un peu plus l'amour du travail.,9,,0
Entretien 01 24.10.03 01_traitement_A,"On l'observait un peu plus, on le regardait.",8,,0
Entretien 01 24.10.03 01_traitement_A,"Or que là, quand je restaurais pendant les deux ans, comme c'était la chaîne, c'était tout le temps le même motif.",21,,0
Entretien 01 24.10.03 01_traitement_A,"Et du coup, on s'arrêtait plus sur la beauté du vitrail.",11,,0
Entretien 01 24.10.03 01_traitement_A,Et voilà quoi.,3,,0
Entretien 01 24.10.03 01_traitement_A,Je ne sais pas si je répondais clairement à la question.,11,,0
Entretien 01 24.10.03 01_traitement_A,Celui que j'ai fait le plus et celui qui me plaît aussi le plus.,14,,0
Entretien 01 24.10.03 01_traitement_A,Est-ce que j'aime ?,4,,0
Entretien 01 24.10.03 01_traitement_A,Il y a plusieurs choses que j'aime dans le vitrail.,10,,0
Entretien 01 24.10.03 01_traitement_A,"J'aime cet aspect, du coup, de montage en plomb.",9,,0
Entretien 01 24.10.03 01_traitement_A,"Et du coup, quand on a des vitreries monter très droits, cette rigueur d'avoir des plombs très alignés, très linéaires où tu dois vraiment toujours calculer si c'est bien d'équerre, bien droit, bien parfait.",34,,0
Entretien 01 24.10.03 01_traitement_A,Il y a ce truc que j'aime beaucoup et que j'essaie d'en faire le plus possible.,16,,0
Entretien 01 24.10.03 01_traitement_A,"Par exemple, à l'exposition, je ne sais pas si tu allais voir un tout petit peu l'expo d'en bas qu'il y a.",22,,0
Entretien 01 24.10.03 01_traitement_A,Il y a une petite expo où c'était ma promo où on a exposé plein de choses.,17,,0
Entretien 01 24.10.03 01_traitement_A,"Et ce que j'ai fait comme projet, c'était un losanger.",10,,0
Entretien 01 24.10.03 01_traitement_A,Ce qu'il y a de plus simple un peu dans le monde du vitrail où c'est juste des losanges.,19,,0
Entretien 01 24.10.03 01_traitement_A,Et on vient et on monte comme ça et c'est une certaine rigueur.,13,,0
Entretien 01 24.10.03 01_traitement_A,Et j'ai un peu haï le losanger pendant mes deux ans de CAP parce qu'on n'a fait que ça.,19,,0
Entretien 01 24.10.03 01_traitement_A,"Et du coup, j'avais envie de montrer qu'on pouvait le faire parfaitement, qu'il pouvait être beau, tu verras en bas à quoi ça ressemble plus ou moins.",27,,0
Entretien 01 24.10.03 01_traitement_A,Mais c'est vraiment que des losanges.,6,,0
Entretien 01 24.10.03 01_traitement_A,"Et c'est vraiment ce côté vitrerie, rigueur que j'aime bien.",10,,0
Entretien 01 24.10.03 01_traitement_A,"Et le geste que j'ai appris, c'est de couper parfaitement en onglet.",12,,0
Entretien 01 24.10.03 01_traitement_A,"Alors en onglet, c'est quand on prend un morceau de plomb.",11,,0
Entretien 01 24.10.03 01_traitement_A,"Et en fait, on vient entailler juste les ailes du plomb pour faire un angle.",15,,0
Entretien 01 24.10.03 01_traitement_A,"Au lieu de faire une courbe avec le plomb, on vient vraiment faire un petit angle.",16,,0
Entretien 01 24.10.03 01_traitement_A,"Et ça, comme j'en ai fait beaucoup des petits onglets sur des vitreries, maintenant, c'est bon, c'est le truc.",19,,0
Entretien 01 24.10.03 01_traitement_A,"C'est celui que j'ai appris pendant les deux ans, cette rigueur et ce petit coup de main où, au début, j'avais du mal puisqu'il faut quand même relativement bien calculer.",30,,0
Entretien 01 24.10.03 01_traitement_A,"Si ce n'est pas bien monté, ça ne fonctionne pas.",10,,0
Entretien 01 24.10.03 01_traitement_A,"Et au fur et à mesure, je l'ai bien assimilé.",10,,0
Entretien 01 24.10.03 01_traitement_A,"Et maintenant, c'est bon, je gère.",6,,0
Entretien 01 24.10.03 01_traitement_A,"Et ça, j'aime bien faire.",5,,0
Entretien 01 24.10.03 01_traitement_A,"Sinon, qu'est-ce que c'est ?",5,,0
Entretien 01 24.10.03 01_traitement_A,C'est aussi la coupe du verre.,6,,0
Entretien 01 24.10.03 01_traitement_A,"Alors ça, c'est challengeant.",4,,0
Entretien 01 24.10.03 01_traitement_A,"Parce que des fois, on a des courbes et des coupes un peu compliquées avec des courbes rentrantes ou des ronds, des trucs un peu complexes avec des pointes.",29,,0
Entretien 01 24.10.03 01_traitement_A,"Ça aussi, j'en suis un peu fière.",7,,0
Entretien 01 24.10.03 01_traitement_A,"Parce que c'est au fur et à mesure du temps où plus tu le fais, plus tu assimiles.",18,,0
Entretien 01 24.10.03 01_traitement_A,"Et après, tu es fière de pouvoir faire des trucs qui sont un peu compliqués.",15,,0
Entretien 01 24.10.03 01_traitement_A,Dans les petits détails ?,5,,0
Entretien 01 24.10.03 01_traitement_A,"Par exemple, pour la coupe en onglet, comme c'est une vitrerie, on a toujours les mêmes formes qui se répètent.",20,,0
Entretien 01 24.10.03 01_traitement_A,"Et du coup, toujours la même coupe de plomb.",9,,0
Entretien 01 24.10.03 01_traitement_A,"Et au fur et à mesure, on vient imbriquer une pièce et on monte un peu en escalier.",18,,0
Entretien 01 24.10.03 01_traitement_A,"Du coup, petit à petit, on monte comme ça.",9,,0
Entretien 01 24.10.03 01_traitement_A,"Là, il y a l'équerre et puis ça monte.",9,,0
Entretien 01 24.10.03 01_traitement_A,"Et le moment où on a le plus d'attention, c'est quand on vient calculer l'angle avec son couteau pour après plier, faire le bon angle et que ça rentre parfaitement.",30,,0
Entretien 01 24.10.03 01_traitement_A,Et c'est le moment où j'ai le plus d'attention pour calculer.,11,,0
Entretien 01 24.10.03 01_traitement_A,"Et au fur et à mesure, au début, t'es très concentré et au fur et à mesure, tu te laisses aller et tu rêvasses.",24,,0
Entretien 01 24.10.03 01_traitement_A,"Parce que t'es habitué au même geste et du coup, c'est très répétitif et après, ça commence à s'éliminer.",19,,0
Entretien 01 24.10.03 01_traitement_A,"Et puis, tu vas de plus en plus vite.",9,,0
Entretien 01 24.10.03 01_traitement_A,"Et plus t'as de vitrerie, plus tu vas plus vite.",10,,0
Entretien 01 24.10.03 01_traitement_A,"Et ça, c'est chouette.",4,,0
Entretien 01 24.10.03 01_traitement_A,"Du coup, d'abord, on a coupé toutes les pièces à l'aide d'une pige.",13,,0
Entretien 01 24.10.03 01_traitement_A,"Une pige, c'est un espèce de morceau de verre qu'on vient couper à las bonne taille pour faire des bandes parfaites de verre.",23,,0
Entretien 01 24.10.03 01_traitement_A,"Par exemple, je dois avoir une bande ou des carrés qui doivent faire 5 cm sur 5 cm.",18,,0
Entretien 01 24.10.03 01_traitement_A,"Je vais couper une bande de verre qui fait 4,8 cm.",11,,0
Entretien 01 24.10.03 01_traitement_A,"Parce qu'avec le coupe-verre, c'est un peu technique, en fait, ça va rajouter les 2 mm.",16,,0
Entretien 01 24.10.03 01_traitement_A,"Et du coup, on vient faire ces bandes à la chaîne et on a encore besoin d'une pige où on revient passer pour faire nos petits carrés et du coup, on a des petits carrés parfaits.",36,,0
Entretien 01 24.10.03 01_traitement_A,"Quand on a tous nos verres qui sont tous coupés à l'aide de cette technique qui s'appelle la pige, on monte en escalier.",23,,0
Entretien 01 24.10.03 01_traitement_A,"Petite pièce après petite pièce, c'est petite pièce, petit plomb, petite pièce, petit plomb, petite pièce, petit plomb, à la chaîne comme ça.",23,,0
Entretien 01 24.10.03 01_traitement_A,"Et du coup, si on a des onglets, c'est petite pièce en petit plomb et notre petite pièce.",18,,0
Entretien 01 24.10.03 01_traitement_A,"Et puis hop, on vient couper le plomb en onglets.",10,,0
Entretien 01 24.10.03 01_traitement_A,Je ne sais pas si c'est clair.,7,,0
Entretien 01 24.10.03 01_traitement_A,"Et du coup, petit à petit, on a notre base.",10,,0
Entretien 01 24.10.03 01_traitement_A,On bâtit une base qui est d'équerre et qui est régulière.,11,,0
Entretien 01 24.10.03 01_traitement_A,"Et ensuite, on vient remettre une autre pièce, petit plomb, petite pièce de verre, petit plomb, petite pièce de verre, jusqu'au final, quand on est bien d'équerre, on a bien notre forme avec nos bonnes mesures.",36,,0
Entretien 01 24.10.03 01_traitement_A,"Si on a 48,7, on doit avoir 48,7.",8,,0
Entretien 01 24.10.03 01_traitement_A,C'est très précis.,3,,0
Entretien 01 24.10.03 01_traitement_A,"On vient, on fait d'équerre et puis si tout est parfait, on commence à souder.",15,,0
Entretien 01 24.10.03 01_traitement_A,"Du coup, le verre avec le coupe-verre et la pige.",10,,0
Entretien 01 24.10.03 01_traitement_A,On vient mettre aussi de l'huile de coupe pour faire glisser la roulette en tungsten qui permet d'ouvrir plus facilement le verre et de le faire filer au lieu de faire une griffe qui n'a pas trop d'intérêt et qui risque de le faire filer.,45,,0
Entretien 01 24.10.03 01_traitement_A,Ça ne coupe pas réellement quand on n'a pas d'huile de coupe.,12,,0
Entretien 01 24.10.03 01_traitement_A,"Ça, c'est pour la coupe de verre.",7,,0
Entretien 01 24.10.03 01_traitement_A,"Et ensuite, pour la mise en plomb, on prend un couteau à plomb.",13,,0
Entretien 01 24.10.03 01_traitement_A,C'est une espèce de serpette assez longue comme ça.,9,,0
Entretien 01 24.10.03 01_traitement_A,C'est un joli outil.,4,,0
Entretien 01 24.10.03 01_traitement_A,"Du coup, on coupe le plomb avec le couteau à plomb.",11,,0
Entretien 01 24.10.03 01_traitement_A,C'est tout ce qu'on utilise pour la mise en plomb.,10,,0
Entretien 01 24.10.03 01_traitement_A,"Quand on a fini le vitrail, on vient rabattre les plombs avec un rabat-plomb.",14,,0
Entretien 01 24.10.03 01_traitement_A,"Ah oui, on peut aussi ouvrir les plombs avec un ouvre-plomb.",11,,0
Entretien 01 24.10.03 01_traitement_A,C'est très...,2,,0
Entretien 01 24.10.03 01_traitement_A,On ne se casse pas la tête.,7,,0
Entretien 01 24.10.03 01_traitement_A,"Il y a des mots un peu techniques, mais ça, c'est couteau à plomb, ouvre-plomb, rabat-plomb.",16,,0
Entretien 01 24.10.03 01_traitement_A,"Et du coup, on rabat tous les plombs.",8,,0
Entretien 01 24.10.03 01_traitement_A,"Et ensuite, à chaque intersection, on vient mettre une petite goutte d'oléine.",12,,0
Entretien 01 24.10.03 01_traitement_A,C'est une graisse qui permet à l’étain d'adhérer.,8,,0
Entretien 01 24.10.03 01_traitement_A,Et on prend une baguette d’étain avec le fer à souder et on vient faire une petite boule comme ça.,20,,0
Entretien 01 24.10.03 01_traitement_A,"Oui, ça fait une petite soudure.",6,,0
Entretien 01 24.10.03 01_traitement_A,Je ne sais pas s'il y a un exemple de vue.,11,,0
Entretien 01 24.10.03 01_traitement_A,"Non, bon, ce n'est pas grave.",6,,0
Entretien 01 24.10.03 01_traitement_A,Réutilise le même outil ?,5,,0
Entretien 01 24.10.03 01_traitement_A,Alors...,1,,0
Entretien 01 24.10.03 01_traitement_A,"Des fois, j'utilise mon coupe-verre pour ouvrir mes plombs.",9,,0
Entretien 01 24.10.03 01_traitement_A,"Mais bon, il n'y a pas beaucoup de monde qui le font.",12,,0
Entretien 01 24.10.03 01_traitement_A,Qu'est-ce que je fais d'autre avec le même outil?,9,,0
Entretien 01 24.10.03 01_traitement_A,Euh...,1,,0
Entretien 01 24.10.03 01_traitement_A,"Par exemple, on réutilise les outils pour la restauration.",9,,0
Entretien 01 24.10.03 01_traitement_A,On vient...,2,,0
Entretien 01 24.10.03 01_traitement_A,"Le vitrail déjà fait a déjà été coupé, déjà monté.",10,,0
Entretien 01 24.10.03 01_traitement_A,Et on vient recouper une pièce de verre parce qu'il y a une casse.,14,,0
Entretien 01 24.10.03 01_traitement_A,"Et du coup, on vient le remettre à l'intérieur.",9,,0
Entretien 01 24.10.03 01_traitement_A,C'est ça.,2,,0
Entretien 01 24.10.03 01_traitement_A,"Du coup, on réutilise après quand il y a un problème ou une casse quelque part.",16,,0
Entretien 01 24.10.03 01_traitement_A,Sinon...,1,,0
Entretien 01 24.10.03 01_traitement_A,"Sinon, non.",2,,0
Entretien 01 24.10.03 01_traitement_A,"En fait, chaque outil...",4,,0
Entretien 01 24.10.03 01_traitement_A,"Là, en tout cas, il n'y a rien qui me vient où je me dis que je réutilise mon couteau à plomb pour autre chose que couper du plomb.",29,,0
Entretien 01 24.10.03 01_traitement_A,Ah si.,2,,0
Entretien 01 24.10.03 01_traitement_A,"Par exemple, le couteau à plomb.",6,,0
Entretien 01 24.10.03 01_traitement_A,"Mais là, du coup, c'est au moment de la pose où on va en chantier pour le poser.",18,,0
Entretien 01 24.10.03 01_traitement_A,"Là, on a besoin à nouveau du couteau à plomb.",10,,0
Entretien 01 24.10.03 01_traitement_A,"Par exemple, s'il n'est pas au bonne mesure le vitrail.",10,,0
Entretien 01 24.10.03 01_traitement_A,On vient couper les ailes du plomb avec le couteau à plomb du coup.,14,,0
Entretien 01 24.10.03 01_traitement_A,Et ça s'appelle doler.,4,,0
Entretien 01 24.10.03 01_traitement_A,"Du coup, ça aussi, on réutilise peut-être après.",8,,0
Entretien 01 24.10.03 01_traitement_A,"Où on prend, on tapote.",5,,0
Entretien 01 24.10.03 01_traitement_A,C'est un peu un outil qui nous sert aussi en chantier.,11,,0
Entretien 01 24.10.03 01_traitement_A,"Du coup, c'est pas pendant le processus de création d'un vitrail.",11,,0
Entretien 01 24.10.03 01_traitement_A,C'est au moment où on va le poser.,8,,0
Entretien 01 24.10.03 01_traitement_A,"Donc, et qu’il y a un petit souci.",8,,0
Entretien 01 24.10.03 01_traitement_A,On achète des feuilles de verre qui sont toutes faites.,10,,0
Entretien 01 24.10.03 01_traitement_A,"Le vitrailiste, il ne souffle pas ses pièces.",8,,0
Entretien 01 24.10.03 01_traitement_A,"Alors, ce qu'il peut faire, c'est qu'il peut le peindre, qu'il peut le décorer, qu'il peut le graver.",18,,0
Entretien 01 24.10.03 01_traitement_A,Il peut faire plein de choses en décoration.,8,,0
Entretien 01 24.10.03 01_traitement_A,"Mais par contre, le faire, ça n'a pas grand intérêt.",10,,0
Entretien 01 24.10.03 01_traitement_A,"On l'achète tout fait, comme ça en fait.",8,,0
Entretien 01 24.10.03 01_traitement_A,"Oui, quand même, parce que du coup, il y a une ligne comme ça que tu crées en faisant ton montage.",21,,0
Entretien 01 24.10.03 01_traitement_A,Ça peut être une viterie ou ça peut être quelque chose avec des courbes.,14,,0
Entretien 01 24.10.03 01_traitement_A,"Et en fait, je ne sais pas, tu vois un pied, selon les peintures, selon les vitraux, et puis tu te poses des questions, tu penses à ta vie.",29,,0
Entretien 01 24.10.03 01_traitement_A,"Et il y a aussi un moment qui est très méditatif, mais ça, ce n'est pas pendant la mise en plomb, ni la coupe, ni la restauration.",27,,0
Entretien 01 24.10.03 01_traitement_A,C'est le moment du masticage.,5,,0
Entretien 01 24.10.03 01_traitement_A,"Le masticage, c'est quand on prend du mastic, c'est de l'huile de lin et du blanc de meudon qu'on mélange, ça fait une pâte.",24,,0
Entretien 01 24.10.03 01_traitement_A,"Et avec un gros pinceau, on vient le mettre à l'intérieur des ailes du plomb.",15,,0
Entretien 01 24.10.03 01_traitement_A,"Et en fait, ça permet la solidité et l'étanchéité du vitrail.",11,,0
Entretien 01 24.10.03 01_traitement_A,"On les séchait normalement pendant deux semaines, plus ou moins.",10,,0
Entretien 01 24.10.03 01_traitement_A,"Et en fait, ce moment, c'est un moment où tu ne réfléchis pas à ton travail.",16,,0
Entretien 01 24.10.03 01_traitement_A,"C'est juste, tu fais et tu n'as pas besoin de réflexion puisqu'il n'y a pas de risque de casse.",19,,0
Entretien 01 24.10.03 01_traitement_A,"Enfin, si tu fais ça délicatement, il n'y a pas de risque de casse, il n'y a pas de risque de...",21,,0
Entretien 01 24.10.03 01_traitement_A,Il n'y a rien comme risque.,6,,0
Entretien 01 24.10.03 01_traitement_A,"Tu es à plat, tu mets juste de la mixture.",10,,0
Entretien 01 24.10.03 01_traitement_A,C'est comme si tu touilles dans un saladier pour faire une pâte à crêpes.,14,,0
Entretien 01 24.10.03 01_traitement_A,On ne réfléchit pas trop à ce moment-là.,8,,0
Entretien 01 24.10.03 01_traitement_A,"Et du coup, ce moment-là, moi, je sais que je ne pense pas à ce que je fais.",18,,0
Entretien 01 24.10.03 01_traitement_A,"Je pense à plein de choses, mais pas à ça.",10,,0
Entretien 01 24.10.03 01_traitement_A,"Je pense à ma vie, à ma liste de course, à plein de trucs, mais pas trop.",17,,0
Entretien 01 24.10.03 01_traitement_A,"Et c'est un moment où on peut plus discuter avec les collègues, etc.",13,,0
Entretien 01 24.10.03 01_traitement_A,Un peu plus chouette.,4,,0
Entretien 01 24.10.03 01_traitement_A,"Être concentrée sur sa tâche, au tout début, même si des fois, tu as des moments où tu rêvasses ou tu discutes ou quoi, là, c'est vraiment un moment où tu es comme ça et tu peux faire ce que tu veux dans ta tête.",45,,0
Entretien 01 24.10.03 01_traitement_A,Ok.,1,,0
Entretien 01 24.10.03 01_traitement_A,Mais des fois …,4,,0
Entretien 01 24.10.03 01_traitement_A,"Moi, j'essaie de ne pas trop le torturer.",8,,0
Entretien 01 24.10.03 01_traitement_A,"Parce que quand je vois des fois des plombs, des gens qui apprennent ou des apprentis qui ne font pas ça souvent et du coup, ils sont tout débutants là-dedans, le pauvre plomb torturé, il a été maltraité.",38,,0
Entretien 01 24.10.03 01_traitement_A,"C'est rigolo parce que ça me fait penser à un moment où, quand j'étais dans mon entreprise à Bruxelles, ou quand on reprenait des vieux vitraux pour les restaurer, ma maître d'apprentissage elle me disait, il est bien malade celui-là, il faut bien le guérir.",45,,0
Entretien 01 24.10.03 01_traitement_A,"Mais comme si c'était un peu une personne et du coup, on en prenait soin vraiment comme quelqu'un de malade.",20,,0
Entretien 01 24.10.03 01_traitement_A,"C'est une parenthèse, ça me fait penser du coup à ça.",11,,0
Entretien 01 24.10.03 01_traitement_A,"Mais sinon, le plomb, quand je le découpe pour faire les onglets, là je me dis, il doit un peu souffrir.",21,,0
Entretien 01 24.10.03 01_traitement_A,"Parce que du coup, je coupe ses ailes, c'est un peu ça, je coupe ses ailes et je le plie, je le tord, et du coup, c'est un peu trash, ça fait vraiment un angle.",35,,0
Entretien 01 24.10.03 01_traitement_A,"C'est pas une courbe, c'est pas doux, c'est un angle.",10,,0
Entretien 01 24.10.03 01_traitement_A,"Dans ce moment-là, je me dis, ça fait mal, j'essaie de le faire gentiment, lentement.",15,,0
Entretien 01 24.10.03 01_traitement_A,"Sinon, quand je le tord pour faire des courbes et des lignes, on voit ça comme un peu un serpent qui se déplace et c'est doux à ce moment-là.",29,,0
Entretien 01 24.10.03 01_traitement_A,J'ai l'impression qu'il apprécie le plomb.,6,,0
Entretien 01 24.10.03 01_traitement_A,"Et aussi, quand il y a un autre moment, j'avais pensé.",11,,0
Entretien 01 24.10.03 01_traitement_A,"Du coup, les angles, les courbes, quand on le tire, parce qu'il y a des gens qui tirent le plomb pour le rendre bien droit, dans ces moments-là, c'est comme si je m'étirais le corps et comme si on m'étendait un peu comme un linge et qu'il souffrait un peu.",50,,0
Entretien 01 24.10.03 01_traitement_A,"Mais des fois, c'est vrai que je me mets à la place du matériau, c'est vrai, l'air de rien.",19,,0
Entretien 01 24.10.03 01_traitement_A,"Et sinon, pour la coupe aussi, la coupe du verre, puisque les deux vont ensemble, il y a des moments où, quand on entend qu'il n'y a pas d'huile de coupe, ça crise comme ça.",35,,0
Entretien 01 24.10.03 01_traitement_A,"Ça crise, ce n'est pas agréable comme bruit.",8,,0
Entretien 01 24.10.03 01_traitement_A,"On dit que quand on coupe, le verre chante.",9,,0
Entretien 01 24.10.03 01_traitement_A,"Et quand ça crise, là, ça fait un peu souffrir l'oreille.",11,,0
Entretien 01 24.10.03 01_traitement_A,"Tu te dis, ouh là, le pauvre verre.",8,,0
Entretien 01 24.10.03 01_traitement_A,"Mais quand il chante bien, ça, c'est agréable.",8,,0
Entretien 01 24.10.03 01_traitement_A,"Il va être tout droit, il va être bien coupé.",10,,0
Entretien 01 24.10.03 01_traitement_A,C'est un peu ça.,4,,0
Entretien 01 24.10.03 01_traitement_A,"Si tu as d'autres questions, n'hésite pas.",7,,0
Entretien 01 24.10.03 02_traitement_A,"Moi, je suis professionnel artisan.",5,,0
Entretien 01 24.10.03 02_traitement_A,"Et là, du coup, je forme à mi-temps.",8,,0
Entretien 01 24.10.03 02_traitement_A,Depuis 3 ans.,3,,0
Entretien 01 24.10.03 02_traitement_A,Je suis rentré en apprentissage il y a 5 ans.,10,,0
Entretien 01 24.10.03 02_traitement_A,"Et j'estime que quand on commence à mettre les mains dans le métier, même en tant qu'apprenti, on est dedans, on commence à être professionnel.",25,,0
Entretien 01 24.10.03 02_traitement_A,"Enfin, on ne sort pas du travail de pro, mais on est dedans, on bosse avec la matière.",18,,0
Entretien 01 24.10.03 02_traitement_A,Et au même titre que les collègues qui sont dedans depuis plus d'années que nous.,15,,0
Entretien 01 24.10.03 02_traitement_A,"Mais j'estime que lorsqu'on rentre dans le métier, on est vite dedans.",12,,0
Entretien 01 24.10.03 02_traitement_A,"En tout cas, moi, ça fait 5 ans que je suis dans le vitrail et je compte mes 2 années d'apprentissage dedans.",22,,0
Entretien 01 24.10.03 02_traitement_A,"Une journée de travail, dans le vitrail, c'est un métier où il y a plein d'étapes différentes.",17,,0
Entretien 01 24.10.03 02_traitement_A,"Donc, les journées sont rarement les mêmes.",7,,0
Entretien 01 24.10.03 02_traitement_A,Sauf quand on bosse sur la même étape pendant des semaines.,11,,0
Entretien 01 24.10.03 02_traitement_A,[Interruption de personnes hors entretien],5,,0
Entretien 01 24.10.03 02_traitement_A,Est-ce que tu as des attentes un peu quant à cette question ?,13,,0
Entretien 01 24.10.03 02_traitement_A,Ok.,1,,0
Entretien 01 24.10.03 02_traitement_A,Parce que...,2,,0
Entretien 01 24.10.03 02_traitement_A,"Je peux avoir tendance à divaguer, à partir dans des trucs qui...",12,,0
Entretien 01 24.10.03 02_traitement_A,[Interruption de personnes hors entretien],5,,0
Entretien 01 24.10.03 02_traitement_A,"Comme je disais, il n'y a pas vraiment de journée type.",11,,0
Entretien 01 24.10.03 02_traitement_A,"Après, il y a quand même une routine dans le sens où on va à l'atelier, on s'habille et on se met au boulot.",24,,0
Entretien 01 24.10.03 02_traitement_A,Mais...,1,,0
Entretien 01 24.10.03 02_traitement_A,Je ne saurais pas trop...,5,,0
Entretien 01 24.10.03 02_traitement_A,"Ouais, il n'y a pas de...",6,,0
Entretien 01 24.10.03 02_traitement_A,Toutes les étapes.,3,,0
Entretien 01 24.10.03 02_traitement_A,Il y a des jours où on va faire du tracé.,11,,0
Entretien 01 24.10.03 02_traitement_A,On va tracer le vitrail sur le papier pour pouvoir le découper sur du verre.,15,,0
Entretien 01 24.10.03 02_traitement_A,"Pendant plusieurs jours, on va faire des tracés.",8,,0
Entretien 01 24.10.03 02_traitement_A,"Ensuite, on va découper les calibres.",6,,0
Entretien 01 24.10.03 02_traitement_A,Après on va se servir ces calibres pour couper les pièces de verre.,13,,0
Entretien 01 24.10.03 02_traitement_A,"Après, à nouveau, on va faire plusieurs journées de coupe de verre.",12,,0
Entretien 01 24.10.03 02_traitement_A,"D'une certaine manière, il y a des journées type qui se mettent en place peut-être à des échelles de semaine.",20,,0
Entretien 01 24.10.03 02_traitement_A,On fait une semaine de coupe de verre.,8,,0
Entretien 01 24.10.03 02_traitement_A,"Après, on va faire une semaine de peinture.",8,,0
Entretien 01 24.10.03 02_traitement_A,On va peindre ces pièces.,5,,0
Entretien 01 24.10.03 02_traitement_A,"Après, ça va être le sertissage.",6,,0
